Evelyn Vanness,-240.293
Linda Stallcup,776.643
Ronald Stuckert,754.806
William Bell,842.33
Jeanette Chaidez,-411.72
Gary Becerra,781.570
Terry Kollar,-782.389
Melinda Barry,997.312
Christopher Milton,76.621
Tyree Graves,-675.709
George Schlater,343.923
George Green,2.139
Julian Sutton,763.853
Michael Corliss,-399.362
Mattie Smiler,292.554
Emily Thomas,481.965
Marissa Perry,648.299
Ethel Manley,604.292
Daniel Peters,785.532
Elizabeth Too,603.478
Everett Erekson,-90.821
Gary Dowd,956.337
Mary Gibson,351.786
Kimberly Summers,-201.210
Thomas Wilks,-297.204
Bryan Gosz,552.212
Sharon Carroll,724.94
Genevieve Buchmann,-570.251
Kristi Hamelin,-658.74
William Rodriguez,-432.908
Magdalene Gallegos,300.433
John Hall,-268.577
Diane Davis,-77.172
Gaylord Wong,-408.344
Kimberly Hungerford,-146.648
Marie Vega,893.143
Jake Chen,-640.663
Ernest White,-989.706
Elsie Webb,-118.401
Paul Foster,856.478
Julie Price,381.46
Debbie Fletcher,378.719
Howard Nichols,-257.688
Heather Stuart,-484.947
Charles Monaco,491.195
Bonita Moye,-856.494
Becky Quinn,-294.346
Marie Daughtry,-293.669
Jonathan Damelio,304.994
Colin Slostad,499.181
Moises Morris,-620.797
Penny Meyer,430.926
Juanita Smith,-949.677
Margaret Coats,189.561
Robert Reese,813.148
Christopher Peterson,292.172
Ronald Mashaw,-588.999
Willie Davis,908.434
Mary Byrd,558.465
Dawn Robertson,-99.516
Lacie Carr,-977.872
Gus Warner,26.456
Eva Carter,773.168
Mae Fabela,-449.579
Jeffery Hernandez,-535.14
Gary Hammond,-80.299
Maggie Numbers,-353.438
Randi Wild,873.916
Matthew Gibbons,-489.400
William Golden,4.382
Della Mayo,-354.10
Michael Hicks,77.188
Christopher Smith,601.381
Arthur Pride,228.974
Diane Moreira,924.709
Minnie Morguson,514.786
Nicole Phan,249.210
Samantha Aguillon,983.265
Gary Pizer,-877.602
Mathew Marshall,-687.367
Terry Clark,789.395
Rolland Heyd,175.996
Philip Martin,-285.884
Vera Harris,-317.269
Connie Herrera,-333.45
Patrick Walters,-424.510
Alissa Cook,-386.664
Jose Chernoff,461.184
Florence Shaw,-31.880
Kelly Rome,-780.463
Bessie Johnson,-858.21
Morgan Cutter,-119.610
Paul Mcghee,644.853
Trevor Scott,-279.787
Leroy Vesely,-14.702
Catherine Jackson,490.982
Annie Anderson,934.758
Esther Rosario,-841.681
Marie Cornwell,952.819
William Morison,680.951
Bradford Umphrey,869.441
Terry Erben,28.721
Chris Heath,-578.214
Elbert Vasquez,-294.513
Bertie Varney,963.689
Paul Sheston,-776.91
Patricia Moore,-812.975
Terisa Cardwell,-46.705
Edward Troutman,39.940
Johanna Gaines,-717.440
Carrie Chisler,314.761
Vernon Boykin,-79.196
Aaron Buckley,-201.623
Carol Mauldin,-345.745
Kimberly Massey,665.665
Sharon Staples,-332.626
Marion Miller,932.211
Charles Miller,-207.328
Dorothy Hair,-322.79
Stasia Lamberth,286.270
Donna Moran,918.804
Henry Woode,843.119
Mildred Loeschner,-146.92
Andre Doughty,-958.359
Alicia Obrien,-478.595
Arthur Reid,585.287
